RowNumber,CustomerId,CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Geography_Germany,Geography_Spain,Gender_Male
6288,15668289,8.83655592240361,0.1891891891891892,2,0.3032624919544027,1,0,1,151822.66,0,0,1,1
6289,15568562,8.832284990891333,0.2972972972972973,8,0.6387943009052002,1,1,0,49656.24,0,0,0,1
6290,15773276,8.586204671892924,0.6081081081081081,4,0.4565702353493405,1,1,0,73856.28,1,0,1,1
6291,15622801,8.217965764877086,0.12162162162162163,8,0.40654024109948383,1,1,1,116757.0,0,0,0,0
6292,15779886,8.257263269927625,0.08108108108108109,7,0.0,2,0,0,16319.56,0,0,1,1
6293,15713673,7.9051293932705065,0.20270270270270271,1,0.5494382201155856,1,0,1,90273.85,0,0,0,0
6294,15783083,8.112980254932964,0.12162162162162163,9,0.0,2,1,0,161344.13,0,0,0,1
6295,15742824,8.86209524338727,0.32432432432432434,7,0.6469503613997221,1,1,0,121061.89,0,1,0,1
6296,15621550,8.118041379299232,0.43243243243243246,1,0.5591616101979892,3,0,0,69531.22,1,0,1,0
6297,15799480,8.434326653017493,0.21621621621621623,0,0.0,2,0,1,3756.23,0,0,0,1
6298,15625247,9.310175012275655,0.21621621621621623,1,0.0,1,0,0,114448.13,0,0,0,0
6299,15755241,8.93784332063404,0.4594594594594595,2,0.0,1,0,1,144045.08,1,0,0,0
6300,15575679,8.387206526527143,0.08108108108108109,7,0.5039159126320969,1,1,0,58781.11,0,0,0,1
6301,15668235,8.499423259599258,0.3108108108108108,3,0.4921322438126173,1,1,1,179227.52,0,0,0,0
6302,15683183,9.149757625439008,0.36486486486486486,6,0.38921364447214407,1,1,0,127332.33,0,1,0,0
6303,15684592,8.227825361333299,0.32432432432432434,4,0.0,2,0,1,86642.38,0,0,1,1
6304,15591169,9.236527745897193,0.4189189189189189,4,0.5478558645065811,1,1,0,184178.29,1,1,0,0
6305,15653455,8.65349742184445,0.2702702702702703,2,0.0,2,0,1,9551.49,0,0,0,0
6306,15732563,8.987637347075678,0.20270270270270271,7,0.39476709448047215,2,1,1,56053.06,0,1,0,0
6307,15656471,9.177544478619444,0.20270270270270271,9,0.0,2,1,1,1118.31,0,0,0,1
6308,15598510,8.353904731876806,0.12162162162162163,4,0.42211329707611567,2,1,1,195732.04,0,1,0,1
6309,15766427,8.267029409449643,0.4594594594594595,5,0.3894822395818159,2,1,0,175070.94,1,1,0,1
6310,15785342,8.900130452996748,0.0945945945945946,9,0.0,2,0,1,112331.19,0,0,0,1
6311,15641595,8.815159819493001,0.33783783783783783,4,0.3881742583213766,2,1,0,43956.83,0,0,1,1
6312,15798429,9.049114205703727,0.14864864864864866,8,0.0,2,1,1,115994.52,0,0,0,1
6313,15648136,8.697784259800093,0.13513513513513514,9,0.609062348780734,1,1,0,166682.57,0,1,0,0
6314,15812482,8.315517494203828,0.12162162162162163,3,0.5552121979087206,1,1,0,99843.98,0,0,0,1
6315,15790810,9.450341056903195,0.3108108108108108,10,0.30418581504546327,1,1,1,141175.18,1,0,0,0
6316,15687421,8.237661384280925,0.6621621621621622,9,0.5018744861708593,1,1,0,175910.95,1,0,1,1
6317,15765643,8.98350889571526,0.25675675675675674,6,0.4956130993265035,2,0,1,176984.34,0,0,0,1
6318,15654878,7.663094323935529,0.14864864864864866,7,0.46712113272763456,1,1,1,43480.63,0,0,0,1
6319,15686835,9.03688565809579,0.527027027027027,9,0.5914139880459035,1,0,0,155047.11,1,1,0,0
6320,15768340,8.626706236691351,0.013513513513513514,3,0.45399102081645976,1,1,1,176137.2,0,1,0,0
6321,15673599,8.517840268993503,0.1891891891891892,5,0.5319932487329816,1,0,1,154843.4,0,0,1,1
6322,15689096,8.387206526527143,0.3918918918918919,0,0.46982948335716707,1,1,1,8214.46,0,0,0,1
6323,15684294,9.024623925725084,0.43243243243243246,2,0.0,2,0,1,147075.69,0,0,0,1
6324,15615828,8.193212706006458,0.21621621621621623,8,0.48768605611943877,1,0,0,116495.55,0,0,0,1
6325,15746012,8.999999999999998,0.13513513513513514,0,0.0,2,1,1,31165.06,1,0,1,0
6326,15615797,9.057248245324262,0.5540540540540541,5,0.43278667446212926,1,1,1,192127.22,1,1,0,1
6327,15788494,8.217965764877086,0.17567567567567569,8,0.5814143104875769,1,1,0,137491.23,0,0,0,1
6328,15793856,8.73726037221036,0.24324324324324326,3,0.4844300329269147,2,1,1,186841.71,0,0,1,0
6329,15629545,9.24433546537648,0.3108108108108108,7,0.43646677421896674,1,0,0,86776.38,0,0,1,0
6330,15661198,8.991762009126496,0.21621621621621623,2,0.5835321823294868,1,1,1,72073.72,0,1,0,1
6331,15715117,9.061309792166986,0.28378378378378377,6,0.0,1,0,0,10662.58,0,0,0,0
6332,15701074,8.568080703126334,0.22972972972972974,8,0.4477149666623608,1,1,1,91001.02,0,1,0,1
6333,15793046,8.52243209752116,0.22972972972972974,4,0.3603579445343725,1,1,1,20555.21,0,0,0,0
6334,15623744,8.590723727817716,0.21621621621621623,8,0.41970291603256127,1,1,1,123164.97,0,0,0,1
6335,15611329,8.471647168509783,0.22972972972972974,6,0.0,2,1,1,143463.28,0,0,1,0
6336,15740428,7.973873099354774,0.22972972972972974,1,0.0,2,0,0,92131.54,0,0,0,0
6337,15781534,8.123096200891359,0.22972972972972974,4,0.48434151092979627,1,0,0,77178.42,0,1,0,0
6338,15618243,9.0041133460937,0.33783783783783783,1,0.41435301480373965,1,1,1,193650.16,0,0,1,0
6339,15784161,8.353904731876806,0.28378378378378377,8,0.410306072876043,1,0,0,52861.89,0,1,0,1
6340,15700325,8.63565510849861,0.08108108108108109,8,0.3697140540208975,1,1,0,35896.75,0,0,0,0
6341,15659064,9.24433546537648,0.25675675675675674,8,0.0,2,1,1,149418.41,0,0,1,1
6342,15658364,9.310175012275655,0.2972972972972973,1,0.5364337767577266,1,1,1,46253.65,0,1,0,0
6343,15704340,8.344341008882852,0.25675675675675674,10,0.41552739600369215,1,1,0,86609.37,0,0,0,0
6344,15793455,8.558989894493099,0.5,6,0.0,1,0,0,91943.94,1,0,1,0
6345,15579777,9.472682371859094,0.3108108108108108,3,0.0,2,1,0,128892.36,0,0,0,1
6346,15632345,9.101726516996132,0.22972972972972974,4,0.0,2,1,0,44830.71,0,0,0,0
6347,15814468,8.198175283056287,0.43243243243243246,1,0.48386171453118676,1,0,1,84508.44,1,1,0,1
6348,15754820,8.604252448951648,0.22972972972972974,8,0.586404663343591,2,1,1,84760.7,0,1,0,1
6349,15707505,8.874809888144785,0.17567567567567569,8,0.5019070093359419,2,1,0,147661.47,0,0,1,1
6350,15699507,8.153293862236904,0.0945945945945946,7,0.0,2,0,1,82393.08,0,0,0,0
6351,15799600,8.617738760127533,0.40540540540540543,1,0.4447994004258861,1,0,1,135995.58,0,1,0,1
6352,15794472,8.208082453158825,0.12162162162162163,3,0.0,2,0,0,159800.16,0,0,0,0
6353,15646632,9.049114205703727,0.2702702702702703,9,0.0,2,1,0,14379.01,0,0,0,1
6354,15676353,8.424944746883806,0.22972972972972974,8,0.45521510347089533,1,1,1,74322.85,0,0,0,1
6355,15566312,8.70658769117361,0.32432432432432434,5,0.0,3,1,1,189016.24,1,0,1,0
6356,15570414,8.517840268993503,0.3108108108108108,4,0.4593563864914237,1,0,0,136435.75,0,0,1,1
6357,15776743,8.64904374250819,0.33783783783783783,9,0.0,2,1,1,78488.39,0,0,0,1
6358,15674637,7.889094604023808,0.6756756756756757,3,0.4287462291960852,1,0,1,113695.99,0,0,0,0
6359,15730418,8.67126646028684,0.1891891891891892,2,0.0,2,1,0,54628.11,0,0,0,0
6360,15739972,8.662391053409024,0.36486486486486486,9,0.6072872455904308,3,1,0,150835.21,1,1,0,0
6361,15661591,7.447034238345107,0.28378378378378377,1,0.5220038542342033,2,1,1,158891.79,0,1,0,1
6362,15675585,7.465022313634495,0.0945945945945946,0,0.38955645298057073,2,1,1,160523.33,0,1,0,0
6363,15814750,8.568080703126334,0.21621621621621623,8,0.0,2,1,1,180595.02,0,0,1,1
6364,15593454,8.785029643636324,0.2972972972972973,4,0.4535475738376486,1,1,0,16618.76,0,0,1,0
6365,15663421,8.077374240743945,0.13513513513513514,6,0.5117469407598918,2,1,0,79919.97,0,0,1,1
6366,15576196,9.057248245324262,0.40540540540540543,5,0.4711382617540054,2,0,0,186489.14,1,0,1,0
6367,15677324,8.806572225338611,0.7432432432432432,9,0.49713515156691707,1,1,1,51999.5,0,1,0,1
6368,15568742,8.123096200891359,0.3108108108108108,9,0.0,1,1,0,121299.14,0,0,0,0
6369,15693764,8.719759553451878,0.4594594594594595,0,0.5432430753059937,1,1,0,144593.3,1,0,1,1
6370,15714260,8.644585471747908,0.2702702702702703,2,0.0,2,0,0,178752.73,0,0,0,0
6371,15798200,8.908538705945451,0.22972972972972974,2,0.0,3,1,1,94148.3,0,0,0,1
6372,15656627,8.443687733567566,0.21621621621621623,5,0.0,2,1,1,77414.45,0,0,0,1
6373,15791111,8.595238034338408,0.3918918918918919,2,0.5010996695909482,2,1,0,63236.97,0,0,0,0
6374,15638269,8.42024594794657,0.6621621621621622,2,0.0,2,0,1,108645.85,0,0,0,1
6375,15807473,7.952847627744924,0.2702702702702703,1,0.0,2,1,1,95153.24,0,0,0,1
6376,15708534,8.062017978914577,0.6216216216216216,5,0.0,1,1,0,136079.64,1,0,1,0
6377,15640686,8.879040017426004,0.3783783783783784,5,0.3821187319520846,1,1,0,98273.01,1,0,0,1
6378,15588904,8.84508542183266,0.20270270270270271,9,0.0,1,1,0,113505.93,1,0,0,1
6379,15768763,8.25237152513943,0.25675675675675674,2,0.0,1,0,1,52525.15,1,0,0,1
6380,15770543,8.789346612214963,0.25675675675675674,7,0.2959768645508621,1,1,0,194617.98,0,0,0,1
6381,15642162,8.448360500284249,0.22972972972972974,1,0.49186380813022534,1,1,0,152541.89,1,1,0,1
6382,15714046,8.962809493114328,0.20270270270270271,3,0.49336330141054485,2,1,1,142903.44,0,0,1,1
6383,15575060,9.271559159881985,0.08108108108108109,5,0.0,2,1,0,182257.61,0,0,0,1
6384,15812040,8.40611799196616,0.24324324324324326,6,0.6133173433085919,1,0,0,135431.72,0,0,0,1
6385,15812073,8.087579399090062,0.17567567567567569,7,0.0,2,1,1,175697.87,0,0,0,0
6386,15706810,8.462347877645415,0.1891891891891892,1,0.4236853696255719,2,0,1,59061.25,0,1,0,0
6387,15584090,8.531600939554693,0.2972972972972973,7,0.0,2,0,1,131283.6,1,0,1,0
6388,15810807,8.005204946165835,0.33783783783783783,9,0.0,2,1,0,152499.8,0,0,0,0
6389,15582033,9.097700985061499,0.35135135135135137,3,0.5503289004711036,1,1,0,15523.09,1,1,0,1
6390,15687607,8.457690558114923,0.16216216216216217,9,0.5397502627461214,1,0,1,186418.85,0,0,0,0
6391,15588406,8.310694107104096,0.25675675675675674,7,0.0,2,1,0,32262.28,0,0,1,0
6392,15784099,8.987637347075678,0.2702702702702703,5,0.5056858742926261,1,1,0,128052.29,0,0,0,0
6393,15701352,8.485557944181442,0.13513513513513514,3,0.3841467266649977,2,1,0,181419.29,0,0,1,0
6394,15789371,8.401398104397817,0.3108108108108108,4,0.47709849046678676,2,1,1,109783.29,0,1,0,0
6395,15602845,7.7528605465318225,0.3108108108108108,2,0.6062309202911828,2,1,0,181879.56,0,1,0,1
6396,15707918,9.049114205703727,0.24324324324324326,0,0.5088735031821088,2,1,0,74260.16,0,1,0,0
6397,15602812,8.810868114910335,0.35135135135135137,2,0.5331920223067461,2,0,1,49865.04,0,1,0,0
6398,15675888,8.193212706006458,0.20270270270270271,9,0.29010994065359363,1,1,1,103608.06,0,0,1,0
6399,15591822,8.401398104397817,0.10810810810810811,9,0.30381618289720735,1,1,0,167564.82,0,0,1,1
6400,15738501,8.43900978926739,0.40540540540540543,9,0.6521801740300216,1,0,1,41816.49,1,1,0,1
6401,15585907,8.776382955329126,0.16216216216216217,5,0.0,2,0,0,179066.58,0,0,1,0
6402,15579040,8.222898518621491,0.3783783783783784,10,0.0,2,0,0,109184.24,0,0,0,0
6403,15804211,8.958658121750133,0.24324324324324326,3,0.6194673303411756,1,1,1,199841.32,0,0,0,1
6404,15736126,9.472682371859094,0.5,0,0.393430217025566,1,1,1,83617.17,1,1,0,1
6405,15745399,8.657946521559833,0.4189189189189189,2,0.0,1,1,0,84863.85,1,0,1,0
6406,15760749,7.984344382691073,0.3108108108108108,7,0.5049213407722634,1,0,1,114775.53,0,0,1,1
6407,15637118,8.810868114910335,0.20270270270270271,4,0.5607878880225832,1,1,0,103557.93,0,0,0,1
6408,15657829,9.30632783208048,0.16216216216216217,8,0.66990876654342,1,1,0,85028.36,1,1,0,1
6409,15738497,8.999999999999998,0.35135135135135137,4,0.42936528532361484,2,1,0,153064.87,0,0,1,1
6410,15690695,8.806572225338611,0.20270270270270271,9,0.0,2,1,1,38784.42,0,0,0,0
6411,15762351,8.832284990891333,0.6081081081081081,1,0.0,2,1,1,186526.12,0,0,1,0
6412,15791172,8.759038279775778,0.04054054054054054,1,0.14245501031913,1,1,0,28789.94,0,1,0,0
6413,15598982,8.443687733567566,0.47297297297297297,5,0.39166834629948755,1,0,1,45038.29,1,1,0,0
6414,15734765,9.040965516734964,0.02702702702702703,4,0.5332881569564759,1,0,1,150245.81,0,0,0,0
6415,15642912,8.517840268993503,0.04054054054054054,2,0.500931633238021,1,0,0,57762.0,0,0,0,0
6416,15769516,8.767719195546437,0.32432432432432434,9,0.0,2,1,0,4292.72,0,0,0,0
6417,15789379,9.133803351354011,0.10810810810810811,6,0.5198476401314972,1,1,0,173365.89,0,0,0,1
6418,15695103,9.24433546537648,0.25675675675675674,6,0.0,2,1,1,119484.01,0,0,1,1
6419,15801924,9.101726516996132,0.12162162162162163,8,0.0,2,0,0,121821.16,0,0,1,0
6420,15767804,8.999999999999998,0.35135135135135137,6,0.0,2,1,0,151733.43,0,0,0,1
6421,15718039,8.462347877645415,0.3918918918918919,0,0.5465892546252544,2,0,1,53784.22,0,1,0,0
6422,15579994,8.50864173023001,0.06756756756756757,8,0.29140496844754776,1,1,1,62733.05,0,0,0,1
6423,15595037,9.173585226843102,0.3918918918918919,9,0.6072067348141231,1,0,1,17671.78,0,0,0,1
6424,15600720,8.67126646028684,0.3108108108108108,8,0.4589300779451928,1,1,0,188905.43,0,0,1,1
6425,15782608,9.057248245324262,0.33783783783783783,5,0.0,2,0,0,113079.19,1,0,0,1
6426,15566894,9.256022374743187,0.28378378378378377,3,0.5492968081183878,1,0,0,83997.79,0,0,0,1
6427,15749123,9.057248245324262,0.36486486486486486,7,0.6270763559818252,1,1,0,125424.42,0,0,1,1
6428,15668943,9.069421980736058,0.25675675675675674,2,0.0,2,1,0,143194.05,0,0,0,1
6429,15577423,8.558989894493099,0.28378378378378377,5,0.4965638837665125,1,1,0,93132.61,1,1,0,0
6430,15623102,8.933668708480452,0.2702702702702703,6,0.46624818865699613,2,0,1,76038.38,0,0,1,1
6431,15728012,8.785029643636324,0.2972972972972973,3,0.5117551114079825,1,1,0,168658.3,0,0,1,0
6432,15683363,8.143252849784721,0.28378378378378377,1,0.0,1,0,1,108419.41,0,0,1,1
6433,15699335,8.504034993146382,0.20270270270270271,3,0.5486580228649808,2,1,1,171657.57,0,1,0,0
6434,15574369,7.459035925891641,0.47297297297297297,5,0.6666429385731872,1,1,1,22357.25,0,0,1,1
6435,15703167,8.563537711445838,0.36486486486486486,8,0.0,2,1,0,193903.06,0,0,0,0
6436,15754874,8.879040017426004,0.10810810810810811,4,0.47433430043249836,1,1,0,141926.43,0,0,0,1
6437,15723216,8.540750116473754,0.20270270270270271,2,0.318863846273202,1,1,1,104079.62,0,1,0,1
6438,15725094,8.540750116473754,0.25675675675675674,4,0.5588399656609582,1,1,1,93832.33,0,0,0,0
6439,15647974,8.789346612214963,0.35135135135135137,3,0.4732708009056586,2,1,0,1568.91,0,0,0,0
6440,15583371,8.581680854052413,0.25675675675675674,1,0.5508494703965263,1,1,0,60778.11,1,0,1,1
6441,15772559,9.24433546537648,0.3918918918918919,10,0.5924166660654929,1,0,1,16119.96,1,0,0,0
6442,15711251,8.01040313265657,0.36486486486486486,1,0.7127507028849841,1,1,0,60375.18,0,0,0,1
6443,15719212,7.889094604023808,0.20270270270270271,5,0.33134688271241924,1,1,0,187946.55,0,0,0,1
6444,15764927,9.097700985061499,1.0,3,0.4843134118717285,1,0,1,195563.99,0,0,0,1
6445,15731412,8.849344009597905,0.25675675675675674,6,0.3822270627887203,1,1,1,38196.24,0,1,0,0
6446,15719170,8.789346612214963,0.16216216216216217,1,0.4485622827977686,1,1,1,179435.21,0,0,0,0
6447,15596011,8.087579399090062,0.21621621621621623,9,0.0,1,1,1,93208.22,0,0,1,1
6448,15614834,8.52243209752116,0.17567567567567569,3,0.5649776767929959,1,0,1,61531.86,0,0,1,0
6449,15600510,8.793659344316357,0.25675675675675674,6,0.4947848347510338,2,1,0,92826.35,0,0,1,0
6450,15625706,8.849344009597905,0.36486486486486486,2,0.4645176453914017,2,0,0,23140.28,1,1,0,1
6451,15781409,9.412869049336715,0.13513513513513514,6,0.0,1,1,0,74287.53,0,0,0,0
6452,15722583,8.59974760391409,0.14864864864864866,6,0.6280496993819283,2,1,1,101102.39,0,0,1,0
6453,15677243,8.133187014000045,0.33783783783783783,5,0.0,2,1,0,126933.73,0,0,1,1
6454,15815070,8.271903838296895,0.35135135135135137,5,0.5636909790744122,2,0,0,68408.74,0,1,0,0
6455,15705899,8.42024594794657,0.22972972972972974,0,0.5082182570620606,1,1,1,155356.34,0,0,1,1
6456,15701522,8.925307759554338,0.14864864864864866,9,0.0,2,0,1,3234.8,0,0,0,0
6457,15755978,8.462347877645415,0.17567567567567569,10,0.0,2,1,0,195209.4,0,0,0,1
6458,15722090,8.504034993146382,0.44594594594594594,6,0.32610248248601653,1,1,1,169149.38,0,0,1,1
6459,15783526,8.382465312104411,0.24324324324324326,1,0.4021375371968754,1,1,1,68075.14,0,0,0,1
6460,15632125,8.462347877645415,0.36486486486486486,5,0.25441576697534846,1,1,1,93707.8,0,1,0,1
6461,15688395,8.349125609133615,0.14864864864864866,4,0.0,2,0,0,156153.27,0,0,0,1
6462,15666975,8.921121404456349,0.24324324324324326,4,0.4626781335800524,1,1,0,58601.61,0,0,0,0
6463,15682211,7.75840226432052,0.527027027027027,1,0.0,2,1,1,114448.77,0,0,0,1
6464,15637411,9.081563122381262,0.16216216216216217,1,0.0,2,0,1,126551.65,0,0,0,1
6465,15591512,8.26214922566535,0.20270270270270271,2,0.46138856617043195,1,0,1,112350.21,1,1,0,0
6466,15606855,9.0041133460937,0.10810810810810811,6,0.0,2,1,1,185808.7,0,0,1,1
6467,15763683,8.785029643636324,0.1891891891891892,4,0.5565048741502975,1,1,1,118235.52,1,1,0,1
6468,15641782,8.143252849784721,0.17567567567567569,7,0.0,1,0,1,183051.6,1,0,0,0
6469,15677184,9.153737511815383,0.22972972972972974,6,0.46065093600353835,1,0,1,27922.45,0,0,0,0
6470,15775042,8.504034993146382,0.06756756756756757,4,0.0,2,1,0,196476.19,0,0,0,0
6471,15616630,8.353904731876806,0.3108108108108108,5,0.3094786413081104,1,1,0,190429.52,0,1,0,0
6472,15800233,9.472682371859094,0.2972972972972973,5,0.0,2,1,0,35034.15,0,0,0,0
6473,15588419,8.66683102909851,0.21621621621621623,10,0.593716994816501,1,1,0,66389.43,1,1,0,0
6474,15595557,9.275435230216411,0.05405405405405406,8,0.0,2,1,0,107615.43,0,0,0,1
6475,15626143,8.85784891056496,0.25675675675675674,2,0.0,2,1,1,99692.65,0,0,0,1
6476,15566030,7.92109939504836,0.3108108108108108,5,0.32101802767809035,1,0,0,88729.22,1,1,0,1
6477,15701412,9.040965516734964,0.2972972972972973,4,0.0,2,0,0,173321.65,0,0,0,1
6478,15702464,8.188244110060218,0.21621621621621623,4,0.0,2,0,0,139463.57,0,0,0,0
6479,15573348,9.472682371859094,0.22972972972972974,9,0.4067407209038538,1,1,1,3769.71,0,0,0,1
6480,15704160,8.65349742184445,0.4189189189189189,5,0.0,1,1,0,149946.43,1,0,1,1
6481,15693704,8.789346612214963,0.08108108108108109,6,0.45814920312864876,2,0,1,135768.25,0,0,0,0
6482,15664752,8.462347877645415,0.28378378378378377,8,0.5420545449349575,2,1,0,31708.53,0,1,0,1
6483,15628292,9.472682371859094,0.1891891891891892,4,0.62177308723235,2,1,1,151677.31,0,0,0,1
6484,15621195,8.52243209752116,0.3108108108108108,3,0.5897779453004206,2,1,0,170518.83,0,1,0,1
6485,15668629,8.958658121750133,0.35135135135135137,2,0.0,2,1,0,196582.19,0,0,1,1
6486,15635197,8.617738760127533,0.10810810810810811,5,0.36031669272571987,1,1,1,3298.65,0,1,0,1
6487,15592761,8.921121404456349,0.2972972972972973,5,0.0,2,0,0,162878.96,0,0,0,1
6488,15574283,8.339550915402608,0.17567567567567569,2,0.0,2,0,1,64014.24,0,0,0,1
6489,15598097,8.193212706006458,0.35135135135135137,9,0.0,2,1,0,26257.01,0,0,0,1
6490,15711352,9.43913067739236,0.17567567567567569,3,0.6484770370312504,2,1,1,126794.56,0,0,0,0
6491,15620751,9.125805270773935,0.21621621621621623,2,0.0,2,1,0,164162.44,0,0,0,1
6492,15656717,8.823730714361636,0.16216216216216217,6,0.0,2,0,0,179206.92,0,0,0,0
6493,15643121,9.097700985061499,0.22972972972972974,5,0.3286352638236505,2,0,0,18254.75,0,1,0,0
6494,15723671,8.710982738710142,0.22972972972972974,9,0.398998613341377,1,1,0,83949.68,0,0,0,1
6495,15752846,8.874809888144785,0.13513513513513514,7,0.0,2,1,1,22684.78,0,0,0,1
6496,15640852,8.513243484361414,0.28378378378378377,5,0.33220217021181786,3,1,0,7953.62,1,1,0,0
6497,15789313,8.410832585210283,0.35135135135135137,4,0.3848316262590919,2,1,0,143952.24,1,1,0,0
6498,15793688,8.745984552117223,0.43243243243243246,9,0.8011605030552446,1,1,0,158032.5,1,0,0,1
6499,15770405,8.494806516018663,0.12162162162162163,5,0.49887880772627646,1,1,0,199104.52,0,0,0,0
6500,15702561,9.213025029190485,0.1891891891891892,9,0.0,1,1,1,87566.97,0,0,0,1
6501,15625964,8.349125609133615,0.33783783783783783,5,0.6110595341718226,1,0,0,170563.73,0,0,0,0
6502,15761364,8.789346612214963,0.16216216216216217,9,0.0,2,1,0,157871.55,0,0,0,1
6503,15590286,8.485557944181442,0.2972972972972973,2,0.5017148197501224,1,1,0,93203.43,0,0,0,0
6504,15587978,7.691371680981177,0.25675675675675674,6,0.6777955942191509,1,0,1,54398.56,0,1,0,0
6505,15773242,8.531600939554693,0.1891891891891892,1,0.0,2,1,1,168779.47,0,0,0,1
6506,15761053,8.415541898951927,0.40540540540540543,2,0.523425547001972,1,0,0,1140.02,1,1,0,1
6507,15702095,8.363446607369193,0.5135135135135135,1,0.5120517258620821,1,1,0,186476.91,1,0,1,0
6508,15764253,9.053183052567535,0.1891891891891892,6,0.6396428127452066,1,1,0,29023.03,0,0,0,1
6509,15700801,9.472682371859094,0.32432432432432434,6,0.33657362636758215,3,0,1,60021.34,1,1,0,1
6510,15730590,9.03688565809579,0.2972972972972973,1,0.4599842908329832,2,0,0,180456.8,0,1,0,0
6511,15643916,8.52243209752116,0.3783783783783784,8,0.2487084696419969,1,1,1,132498.39,1,0,1,1
6512,15720636,8.563537711445838,0.43243243243243246,4,0.5701699841557184,1,0,1,109608.81,1,0,0,0
6513,15795429,7.867612960312844,0.08108108108108109,7,0.5325990723962865,2,1,1,98570.01,0,0,0,1
6514,15609254,8.005204946165835,0.3108108108108108,9,0.42700620000734163,2,1,1,160546.58,0,0,1,0
6515,15625141,8.257263269927625,0.10810810810810811,7,0.0,2,0,0,6139.74,0,0,1,1
6516,15810898,9.29476716448782,0.6351351351351351,2,0.6044666182990871,2,0,1,6930.17,0,0,0,0
6517,15775797,8.467000076426181,0.1891891891891892,7,0.0,3,0,1,10674.62,0,0,1,0
6518,15795246,8.563537711445838,0.44594594594594594,9,0.6213830483922775,2,1,1,71159.84,0,1,0,0
6519,15795275,8.04660299297347,0.4189189189189189,4,0.3305734611212066,2,0,0,62413.01,1,0,1,0
6520,15571869,8.745984552117223,0.43243243243243246,4,0.44899062404181717,1,0,0,166386.22,1,1,0,0
6521,15694143,8.819447349264111,0.3108108108108108,10,0.0,1,1,0,133086.45,0,0,0,0
6522,15748231,8.879040017426004,0.22972972972972974,4,0.38204113072363366,2,1,0,192933.37,0,1,0,1
6523,15632185,8.719759553451878,0.32432432432432434,1,0.32773732952690077,2,1,0,71359.78,0,0,0,0
6524,15806249,8.754691361801425,0.17567567567567569,4,0.0,2,0,1,79270.02,0,0,1,0
6525,15743293,8.66683102909851,0.22972972972972974,1,0.6524592514833413,3,1,1,29583.48,1,1,0,0
6526,15598157,8.995882890550828,0.21621621621621623,4,0.42378991406431193,1,1,0,88680.65,0,0,0,1
6527,15700946,8.310694107104096,0.21621621621621623,7,0.6097810868149695,1,1,1,134691.2,0,0,0,0
6528,15722692,7.741753281255591,0.2702702702702703,3,0.46409141655881075,1,1,0,75574.48,0,0,0,1
6529,15696506,8.453028103720161,0.12162162162162163,9,0.4039599504324644,1,0,0,30252.3,0,0,1,1
6530,15728823,9.420387318546839,0.25675675675675674,10,0.0,2,1,0,111324.41,0,0,1,0
6531,15808851,7.994788272140553,0.7702702702702703,9,0.42092456742097956,1,0,1,105425.18,0,1,0,0
6532,15675231,8.031128718260154,0.36486486486486486,8,0.0,2,1,1,36193.07,0,0,0,0
6533,15732299,9.109766915626984,0.6621621621621622,4,0.0,3,1,1,93081.87,0,0,0,1
6534,15706269,7.878368425460935,0.3918918918918919,8,0.4140899597920415,2,1,1,107625.46,0,0,0,0
6535,15590078,8.53617797956334,0.12162162162162163,9,0.557337562832782,1,1,1,152733.89,0,0,1,1
6536,15776985,8.67126646028684,0.24324324324324326,6,0.44846379659566166,2,0,1,110421.31,0,0,0,0
6537,15756743,8.549879733383484,0.25675675675675674,7,0.4619222888464396,1,1,0,48486.25,0,0,0,0
6538,15782364,8.04660299297347,0.28378378378378377,3,0.5835384398502197,1,0,0,72993.67,0,0,1,0
6539,15604093,8.173302025563112,0.21621621621621623,4,0.6590855673711984,2,1,1,25744.13,1,0,0,1
6540,15749328,8.866337510786456,0.36486486486486486,1,0.0,2,1,0,46807.62,1,0,0,0
6541,15656322,8.296190248471227,0.20270270270270271,3,0.28634394944975466,1,1,0,26772.04,0,1,0,1
6542,15685564,9.077519683234849,0.22972972972972974,5,0.420459677473033,1,1,1,150057.2,0,0,1,1
6543,15785831,8.39194238666761,0.22972972972972974,7,0.7294884149974996,1,1,1,56028.79,0,0,0,1
6544,15796218,9.337016686781281,0.14864864864864866,1,0.5259847534112356,2,1,1,147693.92,0,1,0,1
6545,15716218,8.916931116660718,0.36486486486486486,3,0.41498323084085653,1,0,1,174032.0,0,0,0,0
6546,15572735,7.565354772225129,0.12162162162162163,2,0.0,2,1,1,153698.65,0,0,1,1
6547,15633840,9.209096233392465,0.02702702702702703,0,0.4983023186824579,2,1,1,108301.45,0,0,0,1
6548,15608760,8.68896297153722,0.16216216216216217,4,0.29622864008251315,1,1,1,22929.08,0,0,0,0
6549,15627848,8.806572225338611,0.2702702702702703,7,0.43581890161061015,2,1,0,102665.92,0,0,0,1
6550,15792029,8.527018983281595,0.1891891891891892,6,0.0,2,1,0,56139.09,0,0,0,1
6551,15617331,8.604252448951648,0.28378378378378377,3,0.4372229776639591,1,1,1,88391.29,1,1,0,0
6552,15651740,8.067143230122717,0.16216216216216217,5,0.0,2,0,1,149195.44,0,0,1,0
6553,15636407,9.256022374743187,0.21621621621621623,5,0.5092031190831305,1,1,0,143357.03,0,1,0,0
